"","source","publishedAt","urlToImage","author","title","description","url","content","category"
"192","Espnfc.com",2019-01-25 05:20:50,"https://a1.espncdn.com/combiner/i?img=%2Fmedia%2Fmotion%2FESPNi%2F2019%2F0125%2Fint_190125_fc_tite_on_messi_at_copa_america%2Fint_190125_fc_tite_on_messi_at_copa_america.jpg",NA,"Tite: I want Messi & the best players at Copa America","Brazil manager Tite says he wants the likes of Lionel Messi, Luis Suarez and the best players available to play in the Copa America.","http://www.espnfc.com/video/latest-videos/600/video/3758778","To help make this website better, to improve and personalize your experience and for advertising purposes, are you happy to accept cookies and other technologies?",NA
"193","Espnfc.com",2019-02-09 09:10:00,"https://a.espncdn.com/photo/2019/0209/r499773_1296x729_16-9.jpg","Reuters","PSG's Cavani leaves pitch injured, doubt for Man United tie in Champions League","Edinson Cavani had to leave the game early. Edinson Cavani came off injured in the first half of Paris Saint-Germain's Ligue 1 home game against Bordeaux on Saturday, three days before the side travel to Manchester United in the Champions League. The Uruguay …","http://www.espnfc.com/paris-saint-germain/story/3770812/psgs-cavani-leaves-pitch-injured-doubt-for-man-united-tie-in-champions-league","Edinson Cavani had to leave the game early.
Edinson Cavani came off injured in the first half of Paris Saint-Germain's Ligue 1 home game against Bordeaux on Saturday, three days before the side travel to Manchester United in the Champions League.
The Urugua… [+244 chars]",NA
"194","Espnfc.com",2019-02-08 07:22:36,"https://a.espncdn.com/combiner/i?img=%2Fmedia%2Fmotion%2FESPNi%2F2019%2F0208%2Fint_190208_INET_FC_brazil_latest%2Fint_190208_INET_FC_brazil_latest.jpg",NA,"Fire at Flamengo training ground kills 10","ESPN Brazil reporter Debora Gares joins Get Up to provide the latest from Flamengo's training center where a fire killed 10 teens.","http://www.espnfc.com/video/latest-videos/600/video/3769859","To help make this website better, to improve and personalize your experience and for advertising purposes, are you happy to accept cookies and other technologies?",NA
"195","Estadao.com.br",2019-01-20 12:56:00,"https://cultura.estadao.com.br/blogs/sem-intervalo/wp-content/uploads/sites/437/2019/01/domingo-foto-maior-Atos_Antonio_Gilberto_e_Otavio_Augusto_03_Credito_Pablo_Henriques_CAL-e1547915065823.jpg",NA,"Otávio Augusto participa da série 'Atos', da TV Brasil, e Sérgio Loroza estreia no Music Box","O ator Otávio Augusto é convidado da série Atos, que vai ao ar neste domingo, 20h30, na TV Brasil. Ele será entrevistado por atores","https://cultura.estadao.com.br/blogs/sem-intervalo/otavio-augusto-participa-da-serie-atos-da-tv-brasil-e-sergio-loroza-estreia-no-music-box/","Otávio Augusto participa da série Atos, da TV Brasil (foto Pablo Henriques)
O ator Otávio Augusto é convidado da série Atos, que vai ao ar neste domingo, 20h30, na TV Brasil. Ele será entrevistado por atores em formação, sob mediação de Antonio Gilberto.
HI… [+2396 chars]",NA
"196","Estadao.com.br",2019-02-10 13:58:00,"https://cultura.estadao.com.br/blogs/marcelo-rubens-paiva/wp-content/uploads/sites/111/2019/02/show_622_c1eec0be-97d1-3918-8bb4-1dad1556d0dd.jpg",NA,"O menino commodity","Da minha janela, vi esses meninos jogarem.

No campo que revelou Zico, Júnior, Júlio César, Adriano, Luan, Paquetá,","https://cultura.estadao.com.br/blogs/marcelo-rubens-paiva/o-menino-commodity/","Da minha janela, vi esses meninos jogarem.
No campo que revelou Zico, Júnior, Júlio César, Adriano, Luan, Paquetá, Vinícius Júnior: o lendário Estádio da Gávea, do Flamengo.
Morreram meninos apertados num contêiner, que tudo o que queriam era, como seus ído… [+1647 chars]",NA
"197","Estadao.com.br",2019-02-03 19:11:00,"https://img.estadao.com.br/resources/jpg/8/9/1549220625398.jpg",NA,"Filme sobre 'cura gay' com Nicole Kidman tem lançamento cancelado no Brasil","'Boy Erased: Uma Verdade Anulada' foi retirado da programação da distribuidora Universal por 'questão comercial', segundo a empresa; pessoas ligadas à produção nos EUA atribuem censura à temática do filme","https://cultura.estadao.com.br/noticias/cinema,filme-sobre-cura-gay-com-nicole-kidman-tem-lancamento-cancelado-no-brasil,70002706274","O drama Boy Erased: Uma Verdade Anuladatinha estreia anunciada no Brasil para o dia 31 de janeiro pela Universal Pictures. A empresa, porém, cancelou o lançamento e deve divulgar o filme no País apenas para home video. A decisão pegou mal e o próprio Garrard … [+2482 chars]",NA
"198","Eurekalert.org",2019-02-18 05:00:00,"https://www.eurekalert.org/images/EurekAlert_StackedLogo_RGB.jpg",NA,"Heavy smoking can damage vision, Rutgers researcher finds","Smoking more than 20 cigarettes a day can damage your vision, a study co-authored by a Rutgers researcher finds.","https://www.eurekalert.org/pub_releases/2019-02/ru-hsc021519.php","Smoking more than 20 cigarettes a day can damage your vision, a study co-authored by a Rutgers researcher finds. 
The research appears in the journal Psychiatry Research. 
The Centers for Disease Control and Prevention estimates that 34.3 million adults in … [+2962 chars]",NA
"199","Eurogamer.net",2019-02-16 14:10:00,"https://cdn.gamer-network.net/2019/articles/2019-02-16-14-09/fifa-19-has-a-new-cover-and-cristiano-ronaldo-isnt-on-it-1550326159989.jpg","Wesley Yin-Poole","FIFA 19 has a new cover - and Cristiano Ronaldo isn't on it","FIFA 19 has a new cover, and previous cover star Cristiano Ronaldo has been dropped. The Juventus and Portugal star was the main man when it came to FIFA 19, appearing on the front of the box and in the game's main menus. Here's how it looked: Now, five month…","https://www.eurogamer.net/articles/2019-02-16-fifa-19-has-a-new-cover-and-cristiano-ronaldo-isnt-on-it","FIFA 19 has a new cover, and previous cover star Cristiano Ronaldo has been dropped.
The Juventus and Portugal star was the main man when it came to FIFA 19, appearing on the front of the box and in the game's main menus. Here's how it looked:
Now, five mon… [+2090 chars]",NA
"200","Euronews.com",2019-01-20 07:54:50,"https://static.euronews.com/articles/stories/03/60/06/54/1000x563_cmsv2_38b195a0-7024-566e-9ebb-df9d666e5456-3600654.jpg",NA,"Salvini to Macron: Work with me to arrest Italian 'assassins' hiding in France","Italy's Interior Ministry said it is looking for 30 criminals wanted in their native country but hiding abroad.","https://www.euronews.com/2019/01/20/salvini-to-macron-work-with-me-to-arrest-italian-assassins-hiding-in-france","Italian Interior Minister Matteo Salvini said on Saturday that he was ready to meet French President Emmanuel Macron to discuss steps to arrest and expatriate Italians living in France but wanted in their native country on charges of terrorism. 
Salvini's an… [+2116 chars]",NA
"201","Euronews.com",2019-02-16 13:55:38,"https://static.euronews.com/articles/stories/03/67/39/30/1000x563_cmsv2_be8d8ebc-f0ca-501a-8c01-4f7139ce0c79-3673930.jpg","Philip Andrew Churm","""Downfall"" star, Bruno Ganz, dies aged 77","Switzerland's best known actor, Bruno Ganz, dies at the age of 77","https://www.euronews.com/2019/02/16/downfall-star-bruno-ganz-dies-aged-77","The Swiss actor, Bruno Ganz, who played Hitler in the 2004 film ""Downfall"" has died at the age of 77.
He was Switzerland's most famous actor and was known for his roles in German cinema and theatre as well as English-language films such as ""The Manchurian Ca… [+511 chars]",NA
"202","Euronews.com",2019-02-09 13:39:02,"https://static.euronews.com/articles/stories/03/65/35/64/1000x563_cmsv2_c8194869-18d3-50d7-a351-743bf8dbf37b-3653564.jpg",NA,"Brazil: Flamengo fire death victims all teenagers","Fire swept through an unlicensed lodging at the training center of Rio de Janeiro soccer club Flamengo on Friday, killing 10 members of the club’s youth team and injuring three more, one of them seriously.","https://www.euronews.com/2019/02/09/brazil-flamengo-fire-death-victims-all-teenagers","Fire swept through an unlicensed lodging at the training centre of Rio de Janeiro soccer club Flamengo on Friday, killing 10 members of the clubs youth team and injuring three more, one of them seriously, firefighters and news reports said. 
All 10 of the de… [+897 chars]",NA
"203","Express.co.uk",2019-01-25 22:05:00,"https://cdn.images.express.co.uk/img/dynamic/78/750x445/1078030.jpg","Gerrard Kaonga","Brazil Dam collapse: 200 people missing after devastating dam burst - Express.co.uk","Brazil Dam collapse: 200 people missing after devastating dam burst Express.co.uk Brazil dam collapse: hundreds missing after mining disaster The Guardian Vale dam collapses in southeastern Brazil, up to 200 missing Fox News Around 200 People Missing, Seven D…","https://www.express.co.uk/news/world/1078030/Brail-Dam-Collapse-iron-ore-vale-flood-mudslide","Police and firemen were searching for about 200 people missing after a tailings dam burst on Friday at an iron ore mine owned by Brazilian miner Vale SA in southwestern Minas Gerais state. Fire Brigade spokesman Lieutenant Pedro Aihara said: “Among those miss… [+1501 chars]",NA
"204","Fashionista.com",2019-02-15 17:00:00,"https://fashionista.com/.image/t_share/MTYyMDE3MTExMzIzOTc3MzQx/mcdonalds-balenciaga-shoes.png","Dara Prant","Must Read: McDonald's Responds to Balenciaga's Fry-Carton-Inspired Shoe, 'Vogue' Brazil Director Resigns After Backlash Over 'Slavery' Party","These are the stories making headlines in fashion on Friday. McDonald's responds to Balenciaga's fry-carton-inspired shoeFirst a New York souvenir company came after Balenciaga for copying a touristy tote. Now, McDonald's is after the luxury label: In a post …","https://fashionista.com/2019/02/mcdonalds-balenciaga-fry-shoe","These are the stories making headlines in fashion on Friday.
McDonald's responds to Balenciaga's fry-carton-inspired shoeFirst a New York souvenir company came after Balenciaga for copying a touristy tote. Now, McDonald's is after the luxury label: In a post… [+3547 chars]",NA
"205","Fastcompany.com",2019-01-28 15:32:38,"https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2019/01/p-1-this-un-map-tracks-data-protection-laws-around-the-world.jpg","Melissa Locker","This U.N. map tracks data protection laws around the world","The United Nations’ new Global Cyberlaw Tracker is the first-ever global mapping of cyberlaws. To mark Data Privacy Day, the United Nations Conference on Trade and Development (UNCTAD) has released a map showing how the world is–or is not–protecting the onlin…","https://www.fastcompany.com/90297927/data-privacy-day-2019-this-un-map-tracks-data-protection-laws-around-the-world?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcompany%2Fheadlines+%28Fast+Company%29","To mark Data Privacy Day, the United Nations Conference on Trade and Development (UNCTAD) has released a map showing how the world is–or is not–protecting the online privacy rights of the human beings that populate the planet. While we prefer to mark holidays… [+1476 chars]",NA
"206","Fifa.com",2019-02-18 05:38:00,"https://img.fifa.com/image/upload/t_l1/zeymtnyo7q55rxjgvplz.jpg","FIFA.com","Milicic named Matildas coach","","https://www.fifa.com/womensworldcup/news/milicic-named-matildas-coach","Ante Milicic to lead Australia at France 2019
Extensive international experience as an assistant
Australia to host upcoming four-nation Cup of Nations
Former international striker Ante Milicic has been named as Australia coach for the upcoming FIFA Womens … [+918 chars]",NA
"207","Financial Times",2019-02-08 04:00:26,"https://www.ft.com/__origami/service/image/v2/images/raw/http%3A%2F%2Fprod-upp-image-read.ft.com%2F7177ceb8-2ac5-11e9-9222-7024d72222bc?source=next-opengraph&fit=scale-down&width=900",NA,"How one London wine bar helped Brazil to cut crime","Facial recognition system in Rio’s biggest mall was developed in Gordon’s Wine Bar","https://www.ft.com/content/605de54a-1e90-11e9-b126-46fc3ad87c65","Cameras scan the faces of shoppers in the biggest mall in Rio de Janeiro, pinging alerts to the mobile phones of shop assistants if they recognise known shoplifters. 
If it spots anyone wanted for a serious crime, the system calls the police. 
The facial re… [+5330 chars]","business"
"208","Financial Times",2019-01-20 05:00:25,"https://www.ft.com/__origami/service/image/v2/images/raw/http%3A%2F%2Fprod-upp-image-read.ft.com%2Fd74ad5e4-1a87-11e9-b191-175523b59d1d?source=next-opengraph&fit=scale-down&width=900",NA,"Brazil risks halal exports with Israel embassy move","Bolsonaro’s decision to put ambassador in Jerusalem could lead to boycotts","https://www.ft.com/content/40bb730c-1930-11e9-9e64-d150b3105d21","Brazils agriculture minister has tried to calm fears that the worlds biggest exporter of halal beef risks a boycott by Muslim countries over its decision to move the Brazilian embassy in Israel to Jerusalem.
Muslim markets are important and we need to open m… [+3938 chars]","business"
"209","Financial Times",2019-02-14 14:36:55,"https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fwww.ft.com%2F__assets%2Fcreatives%2Fopen-graph%2Ffastft-v1.jpg?source=next-opengraph&fit=scale-down&width=900",NA,"South32 calls for industry response to Brazil mining disaster","South32 chief executive Graham Kerr has called for “meaningful action” across the mining industry in response to a deadly accident in Brazil that is likely to have killed more than 300 people.","https://www.ft.com/content/53916dce-3064-11e9-8744-e7016697f225","South32 chief executive Graham Kerr has called for “meaningful action” across the mining industry in response to a deadly accident in Brazil that is likely to have killed more than 300 people.
Describing last month’s dam breach at the Córrego de Feijão mine … [+3091 chars]","business"
